price,quality,popularity,rating,category,brand,recency,price_pct,quality_pct,popularity_pct,rating_pct,recency_pct
95.11689663338602,21.518843286069245,39.18664199740634,1.609781887136366,Computers,mid_brand,0.2835846790796426,0.8325,0.2075,0.3825,0.1575,0.2875
25.32616509094405,42.79816763427253,21.848578347034746,3.096936421310253,HomeKitchen,mid_brand,0.09923328712666704,0.975,0.445,0.2575,0.4275,0.055
68.28947295669803,18.27363836920278,1.978207903187379,2.3828583978734357,HomeKitchen,mid_brand,0.15141063078385222,0.8925,0.175,0.03,0.2875,0.1175
86.60243599687185,12.079253333202388,42.006998003767585,2.507865389106459,Computers,premium_brand,0.3514168485701959,0.8475,0.1325,0.4075,0.3025,0.37
149.5127776218946,3.2127616417779556,47.195257598949226,3.4646989342526826,Electronics,budget_brand,0.2876321236383562,0.75,0.0325,0.4675,0.49,0.2975
97.95657104394584,9.613051444007127,44.555527986377754,3.491799338535369,Computers,mid_brand,0.1829270981227455,0.83,0.1025,0.445,0.495,0.1775
112.73384999310308,38.300510495766474,16.722392876542045,3.375273585686685,Computers,mid_brand,0.06760501916119031,0.8025,0.39,0.1875,0.4725,0.03
130.10443148806633,36.498963028370184,5.335916534672958,1.9790166113375787,HomeKitchen,budget_brand,0.2895410285044786,0.7775,0.3775,0.065,0.21,0.3075
112.42050708547255,0.8342463293364855,15.989043736690489,1.1715015782200187,HomeKitchen,premium_brand,0.09942043014542526,0.8075,0.01,0.1775,0.04,0.0575
187.3171527367707,32.5301308678249,44.49344689271893,2.556950946819562,Computers,mid_brand,0.15828145662704454,0.6925,0.3425,0.44,0.315,0.1275
60.666261295655545,25.76954269926024,26.833719585456024,2.862179615274827,Computers,budget_brand,0.5578546389899992,0.9075,0.26,0.2975,0.3575,0.5575
298.73489293508345,43.043904160637005,28.215361445470556,2.9943496225777784,Electronics,mid_brand,0.4478677213725355,0.5,0.45,0.305,0.395,0.4675
90.13991867895511,0.8913545528138889,0.913176435975499,2.6171897091725858,HomeKitchen,premium_brand,0.3696253928895905,0.84,0.0125,0.015,0.325,0.39
279.4251922571571,6.4848247595991175,40.62742175633743,3.0839844911880316,Computers,premium_brand,0.17580430593833848,0.5475,0.0725,0.3925,0.4225,0.17
191.14172956076274,18.624729848084648,24.45841584773007,2.6506890640165093,HomeKitchen,budget_brand,0.5153967175829913,0.6875,0.1775,0.285,0.3325,0.5175
288.23370882383193,19.901728968293764,13.80186122622934,2.968107455883122,Computers,mid_brand,0.2758863879886549,0.5225,0.195,0.1475,0.385,0.28
121.69789734231657,21.3402588800103,42.80599394882702,2.8843912150156603,Computers,budget_brand,0.5415838021138532,0.7825,0.2025,0.4175,0.375,0.5425
117.82762211341938,25.992025629660148,30.22924272406765,1.2407436594101933,Electronics,mid_brand,0.4361543516565553,0.7925,0.2625,0.325,0.0625,0.4525
160.3104436103786,31.369212654350637,16.664144167837776,3.386485145453273,Electronics,mid_brand,0.25870469894254344,0.7324999999999999,0.325,0.185,0.4825,0.2575
203.14583891489406,2.5859130737858225,0.8759479111085156,3.2080694476933873,HomeKitchen,premium_brand,0.2459052800006748,0.6625,0.025,0.01,0.45,0.245
177.3034561011874,31.80911501461757,40.44835668390471,1.3731669929637669,HomeKitchen,mid_brand,0.12096909529386422,0.7,0.3325,0.39,0.0975,0.0725
47.109188939829764,41.951083522108,6.341639960934037,2.2615153738140084,HomeKitchen,budget_brand,0.4878376961462314,0.9475,0.435,0.07,0.2625,0.5025
231.36972999342055,48.17282329283403,4.71767592026438,2.4438224389244922,HomeKitchen,premium_brand,0.14264120496017976,0.6174999999999999,0.49,0.055,0.295,0.1
193.8313923720823,30.372968243604813,9.462533595000815,1.7312542646041775,Computers,premium_brand,0.4169251271521105,0.6825,0.3125,0.0975,0.18,0.4425
298.6902833084705,7.872813204715273,8.913408165473092,2.1966289238588343,Computers,premium_brand,0.28673715768412045,0.5025,0.0875,0.095,0.26,0.29
228.94770625332282,45.18942841930581,0.6856150235164782,2.7158059992454704,Computers,mid_brand,0.31579279392232246,0.625,0.465,0.0075,0.34,0.34
232.01585692035766,31.080917824377067,10.962020907575281,3.0045751374131027,Electronics,mid_brand,0.2529609036402048,0.615,0.3225,0.1075,0.3975,0.2525
138.72144576031323,33.06065540470513,11.6447921675714,3.0373748530442373,HomeKitchen,budget_brand,0.030305836549444073,0.77,0.35,0.115,0.4025,0.0075
172.36930614795983,31.70712585816006,43.86004828926294,2.862351124313064,Electronics,budget_brand,0.4376525442205916,0.71,0.33,0.4275,0.36,0.4575
280.09395893212553,9.82686160561706,17.40591261210357,2.181025283885396,Electronics,premium_brand,0.42260507774624223,0.5425,0.105,0.195,0.25,0.4475
77.26454623222688,47.47567055865752,16.464444338777156,1.3768766518712494,Electronics,budget_brand,0.3998177904971825,0.8775,0.4825,0.1825,0.1025,0.435
118.7367051982532,7.877754422644606,12.07492115904788,2.988659013880878,HomeKitchen,mid_brand,0.3967564190832616,0.7875,0.09,0.125,0.3925,0.43
52.51952476480895,26.54679687096495,13.565766909905747,2.8827150600545437,Computers,premium_brand,0.33217052518018997,0.9325,0.2725,0.145,0.3725,0.35
86.23054355397812,9.184914170114478,1.2527630080977015,3.1645218007826164,Electronics,budget_brand,0.6982635679991095,0.85,0.1,0.0225,0.4425,0.685
145.48116082010003,16.83261858194615,47.683339457981624,2.51841740634119,Computers,budget_brand,0.3665073146446594,0.7575000000000001,0.17,0.4775,0.3075,0.3875
151.07268521699078,6.188976681768965,14.747554296489957,1.9269903128997972,Electronics,mid_brand,0.4023283568345599,0.7475,0.065,0.1675,0.2025,0.4375
57.626924358713026,22.181742674249055,49.63916320785838,1.0618313518229572,HomeKitchen,mid_brand,0.21306494724024883,0.92,0.22,0.4925,0.025,0.215
244.88546344399103,23.473289189165598,21.283442256691888,1.3001226793144005,HomeKitchen,budget_brand,0.31753936995890314,0.5974999999999999,0.2325,0.255,0.0825,0.3425
